163.7283437,387.047619,229.3333333,78.01092961,BC,4,84,86,55,75
178.3284823,357.3333333,277.25,81.29118157,B,3,80,86,74,80
189.048279,384,333.0833333,90.61316124,A,1,98,98,73,90
174.2674983,320.7619048,329.5666667,82.45960697,B,3,84,84,59,76
110.587757,288.7619048,223.75,62.30996617,F,6,76,78,21,58
173.6428736,369.9047619,300.5833333,84.41309689,B,3,98,90,74,87
183.7754678,377.9047619,257.3333333,81.9013563,B,3,86,90,79,85
65.2989605,336,254.3333333,65.56322938,F,6,0,50,38,29
187.8042966,355.8095238,290.6666667,83.42804871,B,3,94,98,68,87
174.963271,342.0952381,293.3333333,81.03918424,B,3,76,80,76,77
166.5835066,331.4285714,285,78.3012078,BC,4,70,78,46,65
180.978517,334.4761905,295.75,81.12047075,B,3,94,86,65,82
191.8281358,400.7619048,341.3333333,93.39233739,A,1,104,100,81,95
157.3427581,354.2857143,191.4166667,70.30451391,C,5,76,86,58,73
128.7982444,344.3809524,243.3333333,71.65125301,C,5,0,80,74,51
181.7380457,340.5714286,287.9166667,81.0226141,B,3,94,96,66,85
167.4358974,376.7619048,278.3333333,82.25311355,B,3,84,94,58,79
111.2693001,330.6666667,221.6666667,66.36026334,F,6,94,78,29,67
161.0949411,339.047619,286.3333333,78.64758935,BC,4,78,82,71,77
156.1100485,348.1904762,262.6666667,76.69671914,BC,4,86,76,59,74
141.9572188,350.4761905,257.6666667,75.01000759,BC,4,0,66,64,43
174.968815,364.952381,242.5,78.24211959,BC,4,92,86,71,83
173.2834373,342.8571429,248.34,76.44805801,BC,4,94,96,66,85
183.1046431,368,289.6666667,84.07713098,B,3,98,96,50,81
180.4224532,364.1904762,306.6666667,85.12795961,AB,2,90,92,71,84
194.5557866,386.2857143,326.6666667,90.75081675,A,1,102,98,77,92
173.9627628,316.1904762,286.6666667,77.68199056,BC,4,74,88,56,73
179.8983599,391.6190476,254.3333333,82.58507409,B,3,98,96,77,90
165.4275814,390.0952381,249.3333333,80.48561529,B,3,86,84,49,73
146.4393624,310.0952381,323.8333333,78.03679339,BC,4,66,88,38,64
188.1679834,371.047619,305.8333333,86.50489357,AB,2,96,98,69,88
157.3056133,361.9047619,207.75,72.69603752,C,5,64,76,45,62
137.6820513,318.4761905,273,72.91582418,C,5,86,80,67,78
158.6276738,314.6666667,295,76.82943405,BC,4,74,78,44,65
172.6955879,358.0952381,281.6666667,81.24574927,B,3,98,86,62,82
135.789143,330.6666667,275.0833333,74.1539143,C,5,0,60,62,41
176.9155001,345.1428571,231.0833333,75.31416906,BC,4,102,92,69,88
154.2180642,304,295.75,75.39680642,BC,4,76,86,48,70
181.4220374,345.1428571,350,87.65648946,AB,2,90,98,68,85
137.2076692,333.7142857,288.4166667,75.93386216,BC,4,82,94,62,79
171.557034,347.4285714,267.0833333,78.60689387,BC,4,94,88,47,76
179.2607069,371.047619,330,88.03083259,AB,2,94,90,68,84
182.6400554,369.5238095,307.1666667,85.93305316,AB,2,92,86,66,81
162.0298452,302.4761905,216.75,68.12560357,F,6,74,68,50,64
167.7477477,370.2857143,240.0833333,77.81167954,BC,4,80,88,52,73
182.6040194,374.0952381,250.6666667,80.73659242,B,3,94,98,62,85
171.2358512,315.4285714,300.25,78.69144227,BC,4,74,88,56,73
169.8082698,327.6190476,238,73.54273174,C,5,78,90,68,79
