190.1662278,396.1904762,280,86.6356704,AB,2,102,98,77,92
191.2293832,396.952381,323.75,91.19317642,A,1,106,104,77,96
183.6749365,358.8571429,291.8333333,83.43654127,B,3,96,86,58,80
150.5567106,390.0952381,260.1666667,80.08186153,B,3,98,100,76,91
145.4054054,366.4761905,271.8333333,78.37149292,BC,4,90,0,77,56
186.351028,373.3333333,261.5,82.11843613,B,3,96,92,76,88
136.016632,390.0952381,282.1666667,80.82785368,B,3,106,104,38,83
179.6030492,361.9047619,338.4166667,87.99244778,AB,2,98,94,69,87
176.4418572,361.1428571,229.1666667,76.67513811,BC,4,88,86,61,78
179.3259413,371.047619,240.1666667,79.0540227,BC,4,94,84,63,80
184.4236544,384,286.6666667,85.50903211,AB,2,96,98,74,89
190.3645184,388.5714286,274.58,85.35159469,AB,2,102,98,76,92
108.8848233,376.3809524,289.5,77.47657757,BC,4,86,0,47,44
175.8281358,377.1428571,265,81.7970993,B,3,102,80,73,85
152.2624163,358.0952381,281.6666667,79.2024321,BC,4,76,80,53,70
195.8530839,400,314,90.98530839,A,1,104,102,78,95
192.995149,385.5238095,346.6666667,92.51856252,A,1,96,94,78,89
203.3347193,393.9047619,335.5,93.27394812,A,1,110,96,80,95
157.6465696,362.6666667,241.6666667,76.1979903,BC,4,80,82,49,70
187.5038115,387.047619,286.8333333,86.13847639,AB,2,104,96,77,92
148.7068607,346.6666667,312.5,80.78735274,B,3,72,86,49,69
162.033264,380.1904762,321,86.32237402,AB,2,86,90,79,85
177.006237,382.4761905,314.6666667,87.41490941,AB,2,80,92,55,76
153.98614,348.952381,212.9166667,71.58551876,C,5,76,76,50,67
189.7724186,394.6666667,265,84.94390852,B,3,94,86,67,82
177.0650035,388.5714286,273.8333333,83.94697654,B,3,110,86,70,89
197.3083853,400,266.6666667,86.3975052,AB,2,104,102,78,95
152.9129129,397.7142857,291.1666667,84.17938653,B,3,104,100,76,93
182.0632941,380.1904762,271.6666667,83.39204369,B,3,96,78,63,79
169.5162855,352,279.1666667,80.06829522,B,3,94,92,60,82
183.6562717,354.2857143,297.5,83.54419859,B,3,96,96,69,87
186.1510742,360.3809524,355.1666667,90.16986932,A,1,96,94,69,86
184.9064449,380.952381,354.75,92.06088259,A,1,104,94,55,84
182.7650728,385.5238095,291,85.92888823,AB,2,94,92,57,81
188.9369369,403.8095238,311.6666667,90.44131274,A,1,88,98,80,89
185.976438,377.9047619,338.3333333,90.22145332,A,1,84,90,79,84
159.1878032,360.3809524,220.1666667,73.97354222,C,5,92,82,74,83
187.2931393,357.3333333,239.5833333,78.4209806,BC,4,100,98,69,89
159.0852391,371.8095238,218.3333333,74.92280962,C,5,98,84,74,85
180.9847078,390.0952381,261.6666667,83.27466125,B,3,90,78,70,79
182.9106029,366.4761905,324.1666667,87.35534601,AB,2,88,86,57,77
127.4821899,393.1428571,250,77.0625047,BC,4,86,88,46,73
187.1702472,398.4761905,284.5833333,87.0229771,AB,2,94,92,74,87
180.5433125,358.8571429,344.17,88.35704554,AB,2,100,96,66,87
189.9633172,379.4285714,313.3333333,88.27252219,AB,2,96,92,75,88
170.397228,380.1904762,306.6666667,85.72543709,AB,2,92,76,52,73
164.7355047,380.1904762,273.4166667,81.83426476,B,3,68,74,75,72
132.3871564,358.8571429,187.0833333,67.83276326,F,6,88,72,67,76
187.2432432,395.4285714,294.3333333,87.7005148,AB,2,100,98,78,92
178.037422,361.9047619,265,80.49421839,B,3,84,96,72,84
176.0728113,395.4285714,304.3333333,87.5834716,AB,2,84,80,64,76
173.6796489,390.0952381,280.0833333,84.38582203,B,3,92,88,68,83
127.8453222,376.3809524,241.8333333,74.6059608,C,5,90,84,57,77
178.8880573,356.5714286,287,82.24594859,B,3,92,90,58,80
186.6888427,384,286.25,85.69388427,AB,2,98,96,78,91
121.0927235,351.2380952,182.6666667,65.49974854,F,6,76,58,23,52
166.8191268,374.8571429,295,83.66762697,B,3,84,86,73,81
167.8670363,384.7619048,210.9166667,76.35456077,BC,4,98,96,79,91
162.0085932,367.2380952,279.6666667,80.89133551,B,3,82,84,49,72
176.033264,358.0952381,282.0833333,81.62118355,B,3,98,96,52,82
146.6661123,345.9047619,247.6666667,74.02375408,C,5,0,86,58,48
185.6602449,350.4761905,304.6666667,84.0803102,B,3,80,86,73,80
167.8170478,329.1428571,271.4166667,76.83765716,BC,4,72,94,71,79
174.7734812,315.4285714,273.3333333,76.35353859,BC,4,84,84,57,75
180.3215523,369.5238095,285,83.48453618,B,3,90,90,73,84
167.040887,378.6666667,318.8333333,86.4540887,AB,2,96,102,50,83
173.3081081,387.8095238,218.3333333,77.94509653,BC,4,96,62,64,74
177.8223146,348.952381,255.8333333,78.26080289,BC,4,92,94,61,82
172.4518365,376.7619048,275.8333333,82.50470745,B,3,86,82,49,72
164.7606376,367.2380952,191.6666667,72.36653995,C,5,92,78,66,79
179.6424116,365.7142857,255.5,80.08566974,B,3,94,92,75,87
187.987988,376,229.5,79.3487988,BC,4,94,92,74,87
183.013167,377.1428571,277.1666667,83.73226908,B,3,86,90,79,85
177.981058,378.6666667,208.9166667,76.55643913,BC,4,82,86,75,81
